Temperature,x-acc,y-acc,z-acc,Pressure,Load,Flow,,,Nitrogen,,,Frequency,,,Failure Alert,Diagnostic Code
42,206,224,226,177,158,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
160,207,143,158,141,234,-1,1,-1,-1,1,-1,1,-1,-1,1,3
204,211,169,188,193,176,-1,1,-1,-1,1,-1,1,-1,-1,1,5
236,198,199,195,230,224,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
78,151,108,153,143,197,-1,-1,1,-1,-1,1,-1,-1,1,1,4
261,234,213,233,246,279,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
181,195,227,219,135,203,-1,1,-1,-1,1,-1,1,-1,-1,1,5
111,103,169,93,110,87,-1,-1,1,-1,-1,1,-1,-1,1,1,4
175,208,90,170,182,153,-1,1,-1,1,-1,-1,1,-1,-1,1,5
122,137,143,161,130,85,-1,-1,1,-1,-1,1,-1,-1,1,1,4
187,146,125,181,192,256,-1,1,-1,-1,1,-1,1,-1,-1,1,3
162,191,193,188,183,150,-1,1,-1,-1,1,-1,1,-1,-1,1,3
227,212,232,224,226,211,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
198,230,299,227,183,337,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
126,312,218,119,117,287,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
83,118,106,66,89,128,-1,-1,1,-1,-1,1,-1,-1,1,1,4
125,127,72,70,79,133,-1,-1,1,-1,-1,1,-1,-1,1,1,4
216,221,224,158,183,212,-1,1,-1,-1,1,-1,1,-1,-1,1,3
185,185,269,175,215,228,-1,1,-1,-1,1,-1,1,-1,-1,1,5
124,192,170,236,183,206,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
204,199,181,170,165,151,-1,1,-1,-1,1,-1,1,-1,-1,1,3
183,124,82,137,105,90,-1,-1,1,-1,-1,1,-1,-1,1,1,4
133,200,144,197,118,167,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
225,309,252,275,249,262,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
193,229,215,249,169,256,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
136,102,187,138,196,112,-1,-1,1,-1,-1,1,-1,-1,1,1,4
125,117,132,148,155,144,-1,-1,1,-1,-1,1,-1,-1,1,1,4
154,204,282,190,174,149,-1,1,-1,-1,1,-1,1,-1,-1,1,3
192,180,192,155,200,112,-1,1,-1,-1,1,-1,1,-1,-1,1,3
156,196,174,169,204,153,-1,1,-1,-1,1,-1,1,-1,-1,1,5
178,211,168,189,176,181,-1,1,-1,-1,1,-1,1,-1,-1,1,5
149,245,283,259,172,184,-1,1,-1,-1,1,-1,1,-1,-1,1,5
144,137,176,171,144,121,-1,-1,1,-1,-1,1,-1,-1,1,1,4
269,114,184,287,283,167,-1,1,-1,1,-1,-1,1,-1,-1,-1,0
195,208,200,173,210,224,-1,1,-1,-1,1,-1,1,-1,-1,1,5
130,244,235,127,149,310,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
103,153,203,182,235,131,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
112,103,126,108,127,125,-1,-1,1,-1,-1,1,-1,-1,1,1,4
125,125,161,116,149,150,-1,-1,1,-1,-1,1,-1,-1,1,1,4
139,133,92,147,131,146,-1,-1,1,-1,-1,1,-1,-1,1,1,4
245,211,190,112,157,271,-1,1,-1,-1,1,-1,1,-1,-1,1,3
252,269,236,228,217,306,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
224,166,207,126,150,253,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
206,145,130,162,265,242,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
199,251,196,230,177,174,-1,1,-1,-1,1,-1,1,-1,-1,1,5
181,276,292,323,203,236,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
202,176,182,169,170,187,-1,1,-1,-1,1,-1,1,-1,-1,1,3
261,244,292,275,264,320,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
269,201,176,264,267,172,-1,1,-1,-1,1,-1,-1,1,-1,-1,0
107,104,131,87,142,99,-1,-1,1,-1,-1,1,-1,-1,1,1,4
268,238,193,129,168,310,-1,1,-1,-1,1,-1,1,-1,-1,1,3
170,270,274,319,154,261,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
205,157,98,186,171,163,-1,1,-1,-1,1,-1,1,-1,-1,1,5
227,248,265,272,187,271,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
307,144,47,149,166,231,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
262,248,284,233,238,281,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
142,256,245,314,123,210,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
132,118,91,101,145,148,-1,-1,1,-1,-1,1,-1,-1,1,1,4
133,210,223,185,146,172,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
161,146,98,237,183,221,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
189,185,176,201,212,160,-1,1,-1,-1,1,-1,-1,1,-1,-1,0
128,169,207,235,177,104,-1,1,-1,-1,1,-1,1,-1,-1,1,3
194,111,246,186,122,264,-1,1,-1,-1,1,-1,1,-1,-1,1,5
166,202,222,194,197,184,-1,1,-1,-1,1,-1,1,-1,-1,1,5
123,232,242,144,126,256,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
184,192,178,165,126,111,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
162,119,81,109,129,130,-1,-1,1,-1,-1,1,-1,-1,1,1,4
125,154,94,155,156,173,-1,-1,1,-1,-1,1,-1,-1,1,1,4
236,201,158,167,207,163,-1,1,-1,-1,1,-1,1,-1,-1,1,3
251,185,305,246,268,237,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
213,214,225,169,148,173,-1,1,-1,-1,1,-1,1,-1,-1,1,3
224,227,228,171,259,186,-1,1,-1,-1,1,-1,1,-1,-1,1,5
134,174,175,195,139,189,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
79,127,132,89,113,131,-1,-1,1,-1,-1,1,-1,-1,1,1,4
192,201,187,198,197,165,-1,1,-1,-1,1,-1,1,-1,-1,1,3
117,102,132,152,199,157,-1,-1,1,-1,-1,1,-1,-1,1,1,4
73,129,107,105,106,146,-1,-1,1,-1,-1,1,-1,-1,1,1,4
86,222,196,244,154,121,-1,1,-1,-1,1,-1,1,-1,-1,1,5
259,246,283,224,247,243,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
202,121,99,144,128,182,-1,1,-1,-1,1,-1,1,-1,-1,1,5
216,232,230,173,211,267,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
93,131,118,97,98,135,-1,-1,1,-1,-1,1,-1,-1,1,1,4
188,174,116,173,207,191,-1,1,-1,-1,1,-1,1,-1,-1,1,3
207,173,197,193,197,184,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
207,252,247,84,181,161,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
182,193,169,205,208,123,-1,1,-1,-1,1,-1,1,-1,-1,1,3
255,231,188,266,232,244,-1,1,-1,-1,1,-1,-1,1,-1,-1,0
112,101,151,116,166,110,-1,-1,1,-1,-1,1,-1,-1,1,1,4
201,205,176,155,181,217,-1,1,-1,-1,1,-1,1,-1,-1,1,3
229,220,219,165,197,202,-1,1,-1,-1,1,-1,1,-1,-1,1,5
180,200,202,192,172,211,-1,1,-1,-1,1,-1,1,-1,-1,1,3
227,194,147,236,245,198,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
235,176,187,92,211,208,-1,1,-1,-1,1,-1,1,-1,-1,1,5
165,251,110,174,197,84,-1,1,-1,-1,1,-1,1,-1,-1,1,5
256,214,232,196,242,201,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
177,200,144,198,205,196,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
187,240,280,162,168,334,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
116,182,192,221,137,167,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
221,267,333,274,199,258,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
227,231,160,269,228,228,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
256,153,111,147,230,217,-1,1,-1,-1,1,-1,1,-1,-1,1,5
158,230,212,153,121,130,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
159,143,227,179,210,146,-1,1,-1,-1,1,-1,1,-1,-1,1,3
163,230,168,209,161,157,-1,1,-1,-1,1,-1,1,-1,-1,1,5
250,217,178,139,183,326,-1,1,-1,-1,1,-1,1,-1,-1,1,3
177,294,294,309,216,237,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
180,218,160,199,173,222,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
250,262,238,224,242,260,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
231,220,256,185,218,241,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
240,202,281,113,167,181,-1,1,-1,-1,1,-1,1,-1,-1,1,3
252,255,295,242,220,273,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
201,192,263,221,208,207,-1,1,-1,-1,1,-1,1,-1,-1,1,5
99,125,185,260,170,181,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
157,183,212,132,117,99,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
234,211,239,156,257,186,-1,1,-1,-1,1,-1,1,-1,-1,1,5
139,120,163,150,139,116,-1,-1,1,-1,-1,1,-1,-1,1,1,4
155,182,175,182,181,103,-1,1,-1,-1,1,-1,1,-1,-1,1,3
217,187,235,214,220,192,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
239,194,128,153,246,150,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
207,224,212,210,193,164,-1,1,-1,-1,1,-1,1,-1,-1,1,3
96,256,172,231,174,126,-1,1,-1,-1,1,-1,1,-1,-1,1,5
175,167,179,146,125,225,-1,1,-1,-1,1,-1,1,-1,-1,1,3
198,231,208,188,188,175,-1,1,-1,-1,1,-1,1,-1,-1,1,3
78,91,40,226,184,183,-1,1,-1,-1,1,-1,1,-1,-1,1,3
161,153,162,187,175,146,-1,1,-1,-1,1,-1,1,-1,-1,1,3
158,117,150,132,116,84,-1,1,-1,-1,1,-1,-1,-1,1,1,4
201,149,207,158,206,151,-1,1,-1,-1,1,-1,1,-1,-1,1,3
198,242,144,196,167,274,-1,1,-1,-1,1,-1,1,-1,-1,1,3
139,153,171,252,130,205,-1,1,-1,-1,1,-1,1,-1,-1,1,5
164,199,213,173,161,166,-1,1,-1,-1,1,-1,1,-1,-1,1,5
46,218,195,211,186,116,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
186,188,224,151,207,186,-1,1,-1,1,-1,-1,1,-1,-1,-1,0
123,114,145,161,159,125,-1,-1,1,-1,-1,1,-1,-1,1,1,4
231,225,277,249,222,227,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
186,239,198,194,113,159,-1,1,-1,-1,1,-1,1,-1,-1,1,5
148,161,109,236,176,208,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
199,142,139,177,114,190,-1,1,-1,-1,1,-1,1,-1,-1,1,5
104,150,169,166,118,129,-1,-1,1,-1,-1,1,-1,-1,1,1,4
150,179,183,199,163,121,-1,1,-1,-1,1,-1,1,-1,-1,1,3
248,231,190,202,231,199,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
111,149,162,153,156,120,-1,-1,1,-1,-1,1,-1,-1,1,1,4
130,123,83,271,264,152,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
111,106,104,90,120,116,-1,-1,1,-1,-1,1,-1,-1,1,1,4
186,205,236,257,189,234,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
167,176,104,155,93,143,-1,-1,1,-1,-1,1,-1,-1,1,1,4
231,217,194,218,248,238,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
235,234,225,137,155,139,-1,1,-1,-1,1,-1,1,-1,-1,1,3
152,172,139,190,234,160,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
254,238,178,190,252,228,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
119,208,256,151,152,181,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
233,240,193,207,244,170,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
174,270,261,280,173,243,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
242,261,149,224,251,126,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
211,232,262,234,208,273,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
214,216,160,222,176,225,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
155,144,202,180,159,193,-1,1,-1,-1,1,-1,1,-1,-1,-1,0
252,315,237,244,268,297,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
173,194,178,262,194,168,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
202,188,200,119,122,177,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
121,144,149,109,117,144,-1,-1,1,-1,-1,1,-1,-1,1,1,4
134,123,78,153,151,250,-1,1,-1,-1,1,-1,1,-1,-1,1,3
203,186,228,180,200,215,-1,1,-1,-1,1,-1,1,-1,-1,1,5
164,194,167,206,165,177,-1,1,-1,-1,1,-1,-1,1,-1,-1,0
114,162,167,223,205,80,-1,1,-1,-1,1,-1,1,-1,-1,1,3
166,192,222,230,174,215,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
142,120,89,142,146,174,-1,-1,1,-1,-1,1,-1,-1,1,1,4
206,207,222,199,232,155,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
177,128,151,190,205,185,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
179,218,150,188,111,131,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
112,217,209,157,243,172,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
168,155,170,180,190,178,-1,1,-1,-1,1,-1,1,-1,-1,1,3
246,199,133,172,237,207,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
82,140,108,189,165,195,-1,-1,1,-1,-1,1,-1,-1,1,1,4
158,114,151,159,121,101,-1,-1,1,-1,-1,1,-1,-1,1,1,4
129,111,126,114,141,96,-1,-1,1,-1,-1,1,-1,-1,1,1,4
212,213,177,136,164,104,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
145,188,183,136,214,178,-1,1,-1,-1,1,-1,1,-1,-1,1,5
71,240,123,156,121,53,-1,1,-1,-1,1,-1,1,-1,-1,1,5
226,266,292,279,213,279,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
169,248,207,215,191,224,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
243,208,192,145,168,215,-1,1,-1,-1,1,-1,1,-1,-1,1,3
195,278,285,290,243,248,-1,1,-1,-1,1,-1,-1,1,-1,-1,2
147,97,143,91,130,64,-1,-1,1,-1,-1,1,-1,-1,1,1,4
97,79,140,97,149,108,-1,-1,1,-1,-1,1,-1,-1,1,1,4
255,261,265,245,289,234,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
179,146,118,172,215,147,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
223,150,214,165,168,205,-1,1,-1,-1,1,-1,1,-1,-1,1,5
154,172,196,168,169,92,-1,1,-1,-1,1,-1,1,-1,-1,1,3
61,220,223,188,222,93,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
212,234,219,237,200,206,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
204,217,161,219,222,192,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
291,251,296,220,317,226,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
213,226,198,176,206,203,-1,1,-1,-1,1,-1,1,-1,-1,1,5
207,182,215,175,197,192,-1,1,-1,-1,1,-1,1,-1,-1,1,3
197,164,175,231,225,232,-1,1,-1,-1,1,-1,1,-1,-1,1,5
181,233,261,203,160,240,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
96,102,127,82,108,107,-1,-1,1,-1,-1,1,-1,-1,1,1,4
184,190,181,205,161,185,-1,1,-1,-1,1,-1,1,-1,-1,1,5
172,127,230,193,138,239,-1,1,-1,-1,1,-1,1,-1,-1,1,5
154,213,245,90,137,80,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
215,238,313,300,235,248,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
158,128,217,163,154,166,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
203,239,217,144,193,221,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
179,206,216,205,198,190,-1,1,-1,-1,1,-1,1,-1,-1,1,5
241,132,158,168,213,183,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
188,97,118,254,198,253,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
223,210,233,262,225,261,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
167,178,291,314,169,250,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
167,226,234,283,216,186,-1,1,-1,-1,-1,1,-1,-1,1,1,5
223,189,282,248,231,186,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
189,165,151,185,201,180,-1,1,-1,-1,1,-1,1,-1,-1,1,3
146,178,155,211,108,198,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
148,138,159,216,213,190,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
204,159,167,258,227,182,-1,1,-1,-1,1,-1,-1,1,-1,-1,0
247,191,178,177,256,206,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
282,243,201,189,266,249,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
172,240,177,139,198,146,-1,1,-1,-1,1,-1,1,-1,-1,1,5
138,217,178,262,213,181,-1,1,-1,-1,1,-1,1,-1,-1,1,3
205,137,149,133,194,153,-1,1,-1,-1,1,-1,1,-1,-1,1,5
188,165,232,254,136,252,-1,1,-1,-1,1,-1,1,-1,-1,1,5
169,162,205,195,169,191,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
284,136,187,139,215,309,-1,1,-1,-1,1,-1,1,-1,-1,1,5
165,192,283,223,192,227,-1,1,-1,-1,1,-1,1,-1,-1,1,5
176,185,296,189,179,281,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
104,123,95,52,59,85,-1,-1,1,-1,-1,1,-1,-1,1,1,4
201,216,231,133,165,158,-1,1,-1,-1,1,-1,1,-1,-1,1,3
241,196,193,266,222,198,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
157,133,179,182,191,143,-1,1,-1,-1,1,-1,1,-1,-1,1,3
192,239,161,137,231,183,-1,1,-1,-1,1,-1,1,-1,-1,1,5
199,213,138,191,221,182,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
210,237,245,241,168,214,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
228,186,238,178,224,192,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
163,165,124,232,185,231,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
184,201,182,266,205,201,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
238,208,257,213,225,204,-1,1,-1,-1,1,-1,-1,1,-1,-1,0
245,239,205,231,291,220,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
198,275,163,224,224,196,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
111,147,140,167,169,145,-1,-1,1,-1,-1,1,-1,-1,1,1,4
152,138,51,258,250,143,-1,1,-1,-1,1,-1,1,-1,-1,1,3
170,226,128,151,149,159,-1,1,-1,-1,1,-1,1,-1,-1,1,5
196,145,178,156,191,149,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
125,114,93,132,144,137,-1,-1,1,-1,-1,1,-1,-1,1,1,4
131,252,204,174,106,139,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
160,212,133,163,201,135,-1,1,-1,-1,1,-1,1,-1,-1,1,5
178,132,90,152,135,132,-1,-1,1,-1,-1,1,-1,-1,1,1,4
136,205,230,152,204,122,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
286,265,294,216,306,248,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
135,118,159,126,122,88,-1,-1,1,-1,-1,1,-1,-1,1,1,4
155,214,213,186,180,195,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
151,135,91,133,127,150,-1,-1,1,-1,-1,1,-1,-1,1,1,4
144,139,134,145,88,90,-1,-1,1,-1,-1,1,-1,-1,1,1,4
132,254,161,201,191,116,-1,1,-1,-1,1,-1,1,-1,-1,1,5
158,170,180,211,154,227,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
82,221,240,243,111,144,-1,1,-1,-1,1,-1,1,-1,-1,1,5
254,215,233,211,268,244,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
171,204,229,151,258,185,-1,1,-1,-1,1,-1,1,-1,-1,1,5
221,210,200,203,169,174,-1,1,-1,-1,1,-1,1,-1,-1,1,5
174,153,212,167,177,181,-1,1,-1,-1,1,-1,1,-1,-1,1,3
192,203,176,98,267,60,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
90,127,117,108,125,136,-1,-1,1,-1,-1,1,-1,-1,1,1,4
112,218,120,219,169,145,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
191,251,216,211,189,257,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
142,137,129,140,143,112,-1,-1,1,-1,-1,1,-1,-1,1,1,4
215,149,198,99,206,139,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
229,212,252,233,203,221,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
117,158,113,135,103,113,-1,-1,1,-1,-1,1,-1,-1,1,1,4
97,142,64,132,136,171,-1,-1,1,-1,-1,1,-1,-1,1,1,4
195,153,192,267,198,150,-1,1,-1,-1,1,-1,-1,1,-1,-1,0
147,163,202,183,180,180,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
235,270,188,238,236,238,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
141,135,143,150,136,117,-1,-1,1,-1,-1,1,-1,-1,1,1,4
201,254,228,282,233,249,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
205,109,168,231,211,183,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
194,186,208,82,118,227,-1,1,-1,-1,1,-1,1,-1,-1,1,3
191,206,115,180,182,231,-1,1,-1,-1,1,-1,1,-1,-1,1,3
203,220,175,163,203,223,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
142,219,257,232,224,171,-1,1,-1,-1,1,-1,1,-1,-1,1,5
190,168,204,142,178,244,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
214,212,209,232,197,192,-1,1,-1,-1,1,-1,-1,1,-1,-1,0
206,153,312,275,230,227,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
116,167,221,174,128,201,-1,1,-1,-1,1,-1,1,-1,-1,1,3
126,93,134,103,164,122,-1,-1,1,-1,-1,1,-1,-1,1,1,4
185,229,170,164,242,161,-1,1,-1,-1,1,-1,1,-1,-1,1,5
162,163,183,150,147,211,-1,1,-1,-1,1,-1,1,-1,-1,1,3
193,250,237,204,196,274,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
298,281,241,192,277,242,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
201,185,75,161,128,138,-1,1,-1,-1,1,-1,1,-1,-1,1,5
165,98,262,199,158,237,-1,1,-1,1,-1,-1,1,-1,-1,-1,0
193,276,268,205,156,143,-1,1,-1,-1,1,-1,1,-1,-1,1,3
199,214,253,209,174,278,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
134,152,151,135,105,123,-1,-1,1,-1,-1,1,-1,-1,1,1,4
212,243,217,256,224,248,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
259,249,187,207,258,221,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
142,250,268,254,167,178,-1,1,-1,-1,1,-1,1,-1,-1,1,5
282,263,270,219,254,271,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
210,191,239,146,167,218,-1,1,-1,-1,1,-1,1,-1,-1,1,3
130,258,247,292,181,170,-1,1,-1,-1,1,-1,1,-1,-1,1,5
173,169,244,193,155,220,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
243,214,303,224,198,232,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
209,202,226,145,171,220,-1,1,-1,-1,1,-1,1,-1,-1,1,3
86,125,157,228,170,60,-1,1,-1,-1,1,-1,1,-1,-1,1,3
188,191,168,190,212,149,-1,1,-1,-1,1,-1,-1,1,-1,-1,0
226,180,174,219,220,204,-1,1,-1,-1,1,-1,-1,1,-1,-1,0
157,275,192,194,181,210,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
274,118,238,289,273,173,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
115,115,102,114,127,136,-1,-1,1,-1,-1,1,-1,-1,1,1,4
217,206,248,247,191,240,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
194,129,187,227,210,217,-1,1,-1,-1,1,-1,-1,1,-1,1,5
177,164,124,200,204,188,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
196,207,219,169,193,247,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
174,258,222,243,145,236,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
205,208,199,191,183,138,-1,1,-1,-1,1,-1,1,-1,-1,1,3
246,187,224,194,175,209,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
197,205,163,211,213,190,-1,1,-1,-1,1,-1,-1,1,-1,-1,0
162,207,179,224,187,133,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
91,139,105,125,120,151,-1,-1,1,-1,-1,1,-1,-1,1,1,4
224,204,147,132,215,186,-1,1,-1,-1,1,-1,1,-1,-1,1,5
170,230,180,168,191,151,-1,1,-1,1,-1,-1,1,-1,-1,-1,0
186,195,251,189,225,285,-1,1,-1,-1,1,-1,1,-1,-1,1,5
196,234,230,135,102,153,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
211,214,253,179,198,228,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
242,270,308,267,262,279,-1,1,-1,-1,1,-1,1,-1,-1,-1,2
153,160,227,157,156,92,-1,1,-1,-1,1,-1,1,-1,-1,1,3
263,233,134,224,235,117,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
205,166,128,176,209,181,-1,1,-1,-1,1,-1,1,-1,-1,1,3
188,165,223,146,139,171,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
212,152,246,224,207,227,-1,1,-1,-1,1,-1,1,-1,-1,1,5
154,110,156,210,224,243,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
241,195,195,95,159,253,-1,1,-1,-1,1,-1,1,-1,-1,1,3
176,238,132,178,211,116,-1,1,-1,-1,1,-1,1,-1,-1,1,5
165,157,231,166,199,146,-1,1,-1,-1,1,-1,1,-1,-1,1,3
203,248,224,188,163,156,-1,1,-1,-1,1,-1,1,-1,-1,1,3
128,126,153,145,154,109,-1,-1,1,-1,-1,1,-1,-1,1,1,4
173,206,237,139,131,236,-1,1,-1,-1,1,-1,1,-1,-1,1,3
176,160,245,179,155,187,-1,1,-1,-1,1,-1,1,-1,-1,1,3
176,212,242,223,196,217,-1,1,-1,-1,1,-1,1,-1,-1,1,5
125,118,117,121,93,116,-1,-1,1,-1,-1,1,-1,-1,1,1,4
177,106,148,172,193,120,-1,-1,1,-1,-1,1,-1,-1,1,1,4
242,301,258,277,245,238,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
129,208,213,223,160,85,-1,1,-1,-1,1,-1,1,-1,-1,1,3
88,220,215,196,163,171,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
149,157,84,205,253,197,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
284,267,184,158,292,214,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
252,204,280,220,226,248,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
